BPM,Gaming,Concentration,Sleep,Exercise,Tiredness,Stress,Happiness
68.0797,5.2405,7.2885,7.536,6.7191,6.9794,0.2846,10.446
71.7481,5.8517,3.9823,4.6889,4.4925,5.3278,3.6372,6.2842
71.5272,7.9568,5.2966,7.4397,4.3489,6.3145,5.1706,7.7159
73.25,6.1482,5.5743,6.7829,5.797,2.5198,5.146,3.1361
80.2889,9.66,6.7092,6.9436,1.848,1.6404,5.5906,4.098
81.9039,5.2509,5.7709,6.3215,5.1287,5.8293,5.5361,1.5617
88.2095,2.7377,5.0403,9.2095,2.9438,1.3658,8.4864,1.8203
100.2539,9.0013,4.6416,6.1768,4.2709,8.3045,2.5497,6.8308
89.9436,6.2716,7.4971,6.002,3.108,6.1544,3.1841,7.2608
73.7474,2.0049,5.7797,7.1433,3.5233,3.6731,7.3572,2.4085
119.5937,9.5153,5.6763,7.7449,1.7596,4.7939,4.928,9.7537
49.7871,0.806,8.4219,7.7933,9.7399,2.3179,3.3304,8.6823
109.8691,6.2963,0.4803,1.7144,0.0643,9.9899,10.3725,0.1112
120.013,9.7414,0.3214,0.0929,-0.2243,-0.2059,10.4194,-0.4786
75.6253,5.2896,8.0102,7.9923,6.8518,6.9298,0.1453,9.4932
69.9261,8.8013,3.7219,4.5113,3.5524,5.314,2.9588,5.6473
79.3082,9.7864,2.878,7.8786,3.3977,7.6882,2.52,8.2496
66.2282,6.9247,4.7054,7.2173,5.9496,4.6201,7.3379,5.2569
67.0829,7.9122,6.6128,4.8045,7.3385,3.3281,4.7755,3.3576
67.787,4.7472,7.4332,7.5666,6.6106,6.5345,0.1153,10.4764
72.3439,6.2216,3.6364,4.9532,4.1147,4.7644,3.7148,6.2876
71.6567,8.3434,5.3794,6.7816,4.4954,6.4979,4.9083,7.6363
73.3189,5.7733,5.7428,7.1107,6.0881,2.6213,4.8224,2.6667
79.8978,9.9222,7.2187,6.5046,1.7602,1.9605,6.1388,3.5853
81.5335,4.5682,5.543,6.3839,4.6685,5.8547,5.5728,1.8002
88.264,3.0473,5.0318,8.8681,3.0277,0.8414,7.845,1.7475
99.5502,8.649,5.4067,5.5285,3.8864,7.9874,2.7702,6.6937
89.5739,6.4194,7.2416,5.9294,2.8459,5.8826,2.9318,6.5148
74.109,1.5019,5.755,7.3568,4.1858,4.1516,6.7753,1.7158
119.6195,9.5516,6.1694,8.4446,2.4583,5.1279,4.7832,10.4659
49.8815,1.4332,8.4982,7.8651,10.3549,1.6762,2.9905,8.838
109.6934,5.9723,-0.0158,1.6096,0.3991,10.3099,9.6727,-0.0568
119.6185,9.8105,0.1111,0.2819,-0.469,-0.3039,10.2129,-0.3409
76.2893,5.345,8.3747,8.0541,6.6159,7.2076,-0.4651,9.4488
70.3424,9.3005,4.3362,5.2753,4.2243,5.1649,2.8813,6.335
79.2514,10.0251,2.5945,8.3756,2.5395,7.8676,2.5833,7.6717
65.6465,6.9841,5.4922,6.761,5.5602,4.5694,6.7639,4.9197
67.422,8.2424,6.7011,4.6956,6.9352,3.3174,5.4285,2.8731
68.092,5.1027,7.0161,8.303,6.6902,7.3755,0.0628,9.8803
71.9493,5.5819,4.0404,5.431,3.5881,4.5326,4.0423,6.0472
71.746,8.2714,5.2004,6.7911,4.3868,5.723,4.5136,7.5762
73.3405,5.9447,5.9979,7.0101,5.548,2.8344,5.1976,2.7757
80.0297,10.1767,6.6956,7.0199,1.5885,2.1974,6.216,3.6925
82.2316,5.2516,6.1733,5.983,4.6234,6.0954,5.7693,1.8166
88.065,3.3255,5.0788,9.104,3.2307,0.7122,8.3074,2.04
100.0869,8.9381,4.9332,5.9825,4.0082,7.6556,3.3815,6.9465
89.5834,5.9912,7.131,5.9005,3.0214,5.862,2.8685,6.5629
73.7091,2.1532,5.5372,6.8514,4.1645,3.7847,6.5715,1.71
120.1542,9.8239,6.3377,8.0667,2.086,4.8358,4.7841,10.1303
50.4243,1.3895,8.4367,7.9567,9.5963,2.023,2.637,8.7008
110.0451,6.0913,0.1599,2.2584,0.4779,10.2027,10.4643,-0.2854
120.2328,10.1933,-0.0006,-0.301,-0.3773,0.2279,10.2203,0.2575
76.4087,4.9845,8.1264,8.1765,6.6178,6.6695,-0.3766,8.6404
69.8195,9.1472,3.8202,4.5311,3.8306,4.6383,2.7032,6.3752
79.2562,9.9773,3.3176,8.3569,2.7746,7.5839,2.9803,8.2048
66.1364,6.6732,4.7188,6.5314,6.2324,5.2499,7.1735,4.5229
66.6713,8.27,6.6881,5.4292,6.9969,2.7589,4.9757,2.8628
68.2669,5.0924,7.3149,7.8572,6.6159,7.064,-0.2154,10.09
72.4247,5.6493,3.9413,5.4154,3.7797,4.6251,3.541,6.1133
72.1984,8.0905,5.0249,6.9821,3.6834,6.3587,4.8708,7.6562
73.3754,5.9088,6.1579,7.2013,6.2291,2.7972,5.4509,3.4621
80.2391,9.6106,6.7748,7.0288,2.2116,1.7631,5.5697,3.8683
81.718,4.9291,5.7378,6.153,4.923,6.4268,5.8836,1.9367
88.1664,3.1016,5.4851,8.937,2.8731,0.7583,8.4129,2.4473
100.2825,9.1273,4.8517,5.7405,4.3379,8.2706,2.5115,7.341
89.8242,6.2047,7.3692,5.7716,3.087,6.3931,3.2669,7.2029
73.7699,2.4761,5.8517,7.0292,3.8735,4.1443,7.1889,2.4233
120.437,10.3264,6.0348,8.2432,1.9079,4.7637,4.5626,9.7572
49.8628,0.6228,7.834,7.8378,9.5424,1.7253,3.1951,8.8296
110.4203,6.0007,-0.4519,2.32,-0.1604,9.7947,9.5613,-0.407
120.1072,10.1172,-0.4447,0.3538,0.1859,-0.4593,10.0087,-0.3193
76.2359,5.1965,7.8437,8.0886,6.7349,7.3267,-0.0368,9.4924
70.4842,9.3447,4.2576,5.4628,4.3281,5.0666,3.3314,5.6767
78.7863,9.7947,2.8998,8.4802,3.4145,7.9128,2.6197,7.9169
65.8277,7.4294,5.1675,7.3741,6.1691,4.6759,7.316,4.666
67.3272,7.6819,6.9343,5.2463,7.2291,3.2264,5.0904,2.9808
68.3342,5.1303,6.5668,7.5513,6.6552,6.5691,-0.1859,10.1623
71.6386,5.7325,4.2459,5.1304,3.8956,5.0502,3.9442,5.5061
71.5557,7.5471,4.8577,6.9059,3.9549,5.7478,5.1152,8.201
72.7778,5.6155,5.8785,7.0199,6.4873,3.3807,4.914,3.2854
80.2382,9.8292,7.453,6.6767,2.3477,2.3092,5.7893,4.1699
81.6112,4.7336,5.7563,6.1385,5.1338,5.7986,5.8341,1.6449
88.2376,3.2012,4.8585,9.2117,3.1029,0.7587,8.285,2.1551
99.9939,8.5862,4.7878,6.0761,3.9756,7.9317,2.6865,7.066
89.8936,5.9134,6.9655,6.461,3.3304,6.0031,3.3129,6.6457
74.1542,1.9434,5.9963,6.6623,3.9453,3.6027,7.1864,1.8362
119.5585,10.1795,6.3661,7.6308,2.1162,4.737,4.6695,10.408
50.4845,0.8216,8.3698,8.2138,10.3585,2.2764,3.3071,8.5793
110.3637,6.4432,-0.087,1.6315,-0.4619,10.1076,9.5329,0.4043
120.02,10.4984,-0.4576,0.1626,-0.004,0.1139,9.8609,-0.3731
76.0468,4.9577,8.378,8.3812,6.9134,6.6397,-0.3712,8.5477
69.9238,9.0045,4.129,4.7734,4.0103,4.7685,3.4091,5.9595
78.9024,10.265,3.2632,7.643,3.222,7.7021,3.2122,8.0196
66.1733,7.0723,5.1212,7.0303,6.0783,4.6737,6.5878,4.9756
67.0694,8.3416,7.1626,4.5345,6.8119,2.6517,5.3332,2.6615
68.2463,4.5467,6.6456,8.1838,6.6936,6.844,0.4768,10.1329
72.0416,5.9074,4.2185,4.6651,4.2855,5.399,3.5664,6.0429
72.3876,7.5015,5.0543,7.1309,4.0261,5.7886,4.5754,7.64
72.7103,5.8217,5.9367,6.8902,5.9131,3.1439,5.3662,3.3417
79.6027,9.8973,6.8656,7.0721,1.5726,2.2041,6.2678,3.9532
82.4848,4.6772,6.0153,5.7084,4.9172,6.0648,5.6545,1.9532
87.7962,2.8208,5.1647,9.3442,3.1336,0.592,8.2789,1.8988
99.5832,9.3734,4.9387,5.8288,4.225,7.9048,3.3559,7.4374
89.7869,6.3466,7.057,5.5004,2.6954,5.7296,2.7283,6.7925
73.7215,2.4649,5.6159,6.9805,4.1505,4.1749,7.4256,2.3686
119.9975,10.3717,5.6246,7.8662,2.2278,5.3494,4.6808,10.0193
50.3369,1.0179,8.2325,7.867,9.5225,2.4055,3.4808,8.9817
110.014,6.421,0.1044,2.3275,0.3431,10.2764,9.6527,0.3116
119.8201,9.5141,-0.204,-0.254,-0.0372,0.26,10.247,0.2045
75.5428,5.0783,7.5233,7.8604,7.4927,6.5867,0.3192,8.5765
70.2361,8.7937,4.1336,5.3778,3.5968,4.8185,2.6327,6.4841
78.5918,10.2904,3.2984,8.3786,2.7737,8.3109,2.7114,8.3734
66.1578,7.192,4.6071,6.5401,5.8306,5.2219,6.5715,5.3008
67.1772,7.8445,7.054,5.1657,7.4546,3.1635,5.3219,2.8449
67.6708,4.9822,6.7649,7.7719,7.454,7.1399,-0.1551,9.7518
71.758,6.0216,3.9926,5.3822,4.3885,4.7119,4.0534,5.5194
72.3484,7.9262,5.2869,7.3841,4.3802,5.7679,5.0562,8.3812
73.4047,5.5104,5.8591,7.4872,6.2219,2.5515,5.405,2.5288
80.4148,10.3978,6.9189,7.2555,1.7832,1.6297,5.5698,3.7701
82.3241,5.0492,5.5827,5.9232,5.3427,6.1394,6.4126,2.3067
88.0787,3.1906,5.0199,8.7017,3.3513,0.5118,7.9938,2.1575
99.8128,9.1724,5.1765,6.0092,3.6895,8.3567,3.1549,7.2303
89.5529,5.5358,6.6721,6.1726,3.303,6.3096,3.207,7.0035
74.4841,2.2935,6.1027,7.1204,4.3447,4.483,6.988,1.5421
120.3925,10.3974,5.8277,8.4147,2.3374,4.7165,4.9499,10.4199
49.9953,1.392,7.9118,8.2456,10.3501,2.2898,2.5301,9.115
110.0849,6.1949,0.0823,1.8584,0.3485,10.4169,9.8551,-0.2867
120.2725,10.3066,0.3853,-0.2037,-0.1814,0.1906,10.4062,-0.0595
75.7926,4.5018,7.5942,8.1691,6.94,6.9557,0.123,9.3545
70.2449,9.3633,3.6127,4.8925,3.9482,5.1385,2.8696,5.9901
78.9811,10.0359,2.8303,8.3529,2.8685,7.9286,2.6636,8.4105
65.6187,7.0199,4.7254,7.0132,6.243,4.9425,7.3924,5.4751
66.6455,8.2837,7.2774,5.1585,7.1045,2.859,4.5094,2.6158
68.4009,5.4014,6.6266,8.2156,7.2122,7.2872,-0.3363,9.5262
72.0755,5.8335,4.4844,4.6686,3.8265,4.9185,4.2796,6.3916
71.849,8.3701,5.4769,6.7112,3.5836,5.6893,5.0829,7.5019
72.8765,5.9202,5.9531,7.2181,6.0436,2.8879,4.6051,2.5764
80.176,10.4176,7.472,7.3549,2.3428,2.1638,6.1689,3.5423
81.5401,4.5361,6.041,6.2327,4.8311,5.5274,5.508,2.2428
88.2611,3.3639,4.9587,9.1839,2.7797,0.8123,7.995,2.2985
100.0747,9.2856,4.6198,5.9947,3.5413,7.6332,3.2512,7.3367
89.9746,6.2915,6.6224,6.1436,3.4154,5.6884,2.8515,7.2537
73.6565,1.6817,6.0571,6.5881,4.163,3.5697,6.8707,2.2859
119.9157,10.1703,6.1657,8.1487,1.8433,5.2057,4.8585,9.8961
49.6638,0.8399,7.7868,8.128,9.7964,1.9166,2.813,9.1124
110.2625,5.7046,0.0549,1.5418,-0.2102,10.2879,9.9472,-0.1053
120.0732,9.96,0.4962,-0.3233,0.2557,-0.457,10.3932,-0.491
76.1845,4.7608,8.3308,7.5932,6.7262,6.6287,0.4139,8.6441
69.6463,8.7173,3.9925,4.9151,4.0598,5.3963,3.406,5.8871
79.3806,10.1467,2.7177,8.1685,2.793,7.9791,2.8433,8.2342
66.0074,7.1484,4.6032,7.0459,5.8153,5.4038,6.7956,5.4689
66.8202,7.7736,7.0202,4.6777,6.5718,2.7994,4.8201,3.4078
68.4636,5.0734,6.7651,7.555,6.5382,7.0089,0.1518,10.0222
72.4996,5.7132,4.2063,4.959,4.2895,4.7553,4.3355,5.947
72.1255,7.6343,4.5398,6.8913,4.4191,6.1976,4.5818,8.3572
73.1635,6.4351,6.0656,7.4588,5.5573,3.4735,5.4688,3.4529
79.7207,10.4335,6.9764,6.7617,2.1009,1.6682,5.6866,4.0279
81.6201,4.6987,6.3014,5.7494,5.0081,6.117,6.3756,1.7148
87.846,2.7789,4.9521,8.5619,3.1824,1.4463,7.6049,1.92
100.4465,8.5061,5.1641,5.5747,4.3175,8.3946,3.3974,6.5995
90.291,6.4053,6.9118,6.3257,2.9879,5.6421,3.455,6.7876
74.4754,1.7387,5.7392,6.548,4.2682,3.9734,7.1141,1.6536
120.4227,10.1814,6.2072,8.3248,1.8423,5.0932,4.5564,9.5064
49.775,0.7581,8.173,8.2849,9.6727,2.4402,3.1865,8.6839
110.1109,6.4608,-0.1686,1.5502,-0.4332,9.7141,9.869,-0.4434
119.7986,10.1355,-0.0757,-0.4624,-0.3198,0.366,9.6936,0.0684
75.6296,5.1604,7.6501,8.1909,7.0477,7.1757,0.1826,9.2364
69.9599,8.5589,4.483,4.7764,4.2854,5.4964,3.4708,6.4396
79.4121,9.9389,3.4785,7.8295,2.6111,8.0342,3.0055,8.1939
65.623,7.2568,4.8722,7.4148,6.1615,5.4911,7.1139,5.4153
67.2987,8.3043,7.4892,5.3466,7.1917,3.3035,5.3509,2.9385
67.8727,5.1935,6.8348,8.1843,6.5827,7.3893,0.4817,10.0491
71.7112,5.9976,3.5515,4.8758,3.682,4.7523,4.2022,6.1648
71.7227,7.8635,5.363,7.243,4.1478,5.9732,4.8429,7.8631
73.0701,5.7304,5.544,6.8737,6.3608,2.5427,5.2215,3.1729
80.3396,10.3962,6.7462,6.9861,1.6348,1.6835,6.1649,3.589
81.6269,5.3936,5.9926,5.6944,5.2751,5.9819,6.2754,2.1387
88.4093,2.6005,5.0788,9.066,2.8226,1.0402,7.8151,2.3798
100.3634,9.2084,4.8366,6.1233,4.3452,8.3033,2.6122,6.8911
89.9224,5.8258,7.1443,6.4764,2.8352,5.5105,2.9519,6.5567
73.7799,2.2559,5.5834,7.1578,3.571,4.4602,6.7328,2.1387
120.4763,9.7641,5.5441,7.7806,2.3699,5.1789,5.2826,9.6553
50.2106,1.1791,7.715,7.5549,9.9648,2.2343,2.6861,8.8693
109.7835,5.6751,-0.2548,1.7759,0.1361,10.0731,9.8278,-0.3288
120.2379,9.6635,-0.1844,0.1873,0.4753,-0.4868,9.8069,-0.0819
76.41,4.5535,8.3497,8.2408,7.104,7.1961,-0.2891,9.1017
70.4869,8.9969,4.4294,4.5361,4.1235,5.1671,2.7908,5.5575
78.5797,10.4982,3.0023,8.0558,2.5138,8.4474,2.6035,7.9214
65.9993,6.6284,5.0191,6.7613,6.1808,4.7956,6.5342,5.1646
66.5594,8.1854,6.7853,4.9009,6.5694,3.3885,4.7553,2.6195
67.5389,4.6013,6.9679,7.6246,6.8829,7.0253,0.3057,9.653
71.5248,6.3913,3.5465,5.2541,3.6701,5.3275,4.0023,5.8405
71.5514,8.4502,5.0887,7.1189,3.8906,6.4168,4.5948,7.571
73.4708,6.0707,6.0624,7.356,6.0635,3.0706,4.935,2.6216
79.6885,9.8185,6.7859,6.9474,1.6811,1.656,6.2467,4.0823
81.7372,5.4921,5.5325,5.7992,5.1564,6.0879,6.3853,2.3752
87.7961,2.5433,4.5688,8.9679,2.9141,0.5634,7.557,1.8783
99.7525,8.7413,5.1675,5.8488,3.7549,8.405,2.5516,6.6121
90.1238,5.8896,6.8028,6.3452,2.8192,6.0469,2.5098,7.4324
73.7953,1.9243,6.0333,7.1471,3.8268,3.8084,6.9512,2.1737
119.7145,10.1107,6.413,8.24,1.6703,4.5905,4.598,9.763
50.1295,0.6463,8.1749,7.8468,10.2053,1.8203,2.9325,8.66
110.008,5.7757,-0.1259,1.8173,-0.3372,10.1202,9.5226,0.3082
120.2831,10.1127,-0.189,0.334,-0.2316,0.3038,10.3582,0.2197
76.3752,4.5332,8.021,8.0462,7.4805,7.4194,-0.3762,9.3218
70.433,9.1236,4.3514,5.224,3.9958,5.4481,2.9006,5.9277
78.6973,9.9702,3.4261,7.7243,2.6722,8.4754,3.1035,8.4225
66.4657,6.9012,4.5061,7.089,5.6052,4.5126,6.8075,5.0529
66.6641,7.7048,7.2324,5.1869,6.6369,3.3525,4.7783,2.6149
67.7872,5.0129,7.4875,8.3339,7.3306,7.3742,0.3249,9.5423
72.3303,5.8977,3.6769,4.8211,3.7829,4.8821,3.8585,6.2083
71.6364,8.2061,5.1518,7.2085,4.4613,5.5856,4.5712,7.548
73.2916,5.8156,6.1779,6.618,5.6726,2.606,5.2878,3.4054
80.2113,9.803,6.5173,6.5336,1.6003,2.2361,5.527,3.5955
82.4708,5.4444,5.5082,5.8525,5.4163,6.2288,6.1892,1.5369
88.3542,3.0752,4.6581,8.5375,2.5274,0.9839,8.1967,1.6041
99.8749,9.2768,5.2459,6.0288,3.6502,7.5268,3.4368,7.3256
90.3817,5.9605,7.3467,5.9533,2.7832,6.421,3.2427,7.2132
74.2817,1.8474,5.9788,7.036,4.4746,4.2461,6.5497,2.3524
120.4978,10.1317,6.4686,7.5406,2.0993,4.5623,5.4891,10.0902
50.2525,1.3136,8.3804,7.9933,9.801,2.0978,3.0701,9.1934
110.2732,5.7111,-0.1163,1.6057,0.0053,9.5393,9.948,0.2644
119.5464,9.654,-0.1542,-0.0631,-0.2026,0.2386,10.1512,-0.1762
76.3617,4.781,7.8083,7.5818,7.1022,6.9785,0.3424,8.7483
69.8499,9.1602,3.7717,5.2001,3.8567,5.2063,2.5624,6.4529
78.9809,9.6072,2.6589,7.8448,2.5293,7.9931,3.4567,7.5593
65.9597,7.49,5.0669,7.4369,5.7103,5.4122,6.6485,5.3677
67.3078,7.6853,7.4691,4.5557,7.2721,3.0299,4.7486,2.7867
68.396,5.2939,6.5759,7.7652,6.6277,7.1637,0.341,9.6797
71.6615,5.5415,3.6137,5.3521,3.7872,5.3162,3.9471,6.0663
71.5023,8.4369,4.939,7.4501,4.103,5.58,4.7863,8.2891
73.0218,5.5516,5.8019,7.1948,6.4767,2.6015,4.8671,2.5747
79.6221,9.631,7.3385,7.3293,1.7163,2.0301,5.7761,4.4688
82.4497,5.3317,5.783,5.5742,5.2334,5.8783,5.704,2.0714
87.691,2.6625,4.851,8.7435,3.1776,1.0298,8.0726,2.3458
99.8282,9.4069,5.4094,6.1237,4.0542,7.955,2.7311,6.7509
90.1564,5.5319,7.3273,6.3656,2.5798,5.9192,3.2098,6.8172
74.1212,2.4875,5.8485,6.9636,4.3279,3.9365,7.4452,1.738
119.8431,9.6922,5.7806,7.765,1.757,4.6871,4.6058,9.8116
50.0903,0.6875,8.0171,8.0174,10.0154,1.6926,2.8704,9.4997
109.6016,5.5907,0.2137,1.6753,0.2105,9.7434,9.512,0.0944
120.1542,9.9672,-0.1543,0.3971,-0.1359,0.457,10.2319,-0.0745
76.2182,4.8812,7.7823,8.4572,6.5704,7.3843,0.0631,9.3864
69.6386,9.3297,4.4993,5.2041,4.1203,5.1489,3.1859,6.4438
78.6363,9.5646,3.1856,7.8795,2.5213,7.7431,3.385,7.9518
65.724,7.3848,5.0045,7.3453,5.9828,5.1108,7.4114,5.1067
67.1971,7.9285,7.2521,5.2603,6.9632,2.987,5.3309,3.2859
68.0291,5.0873,6.8848,8.0366,6.517,7.2437,-0.3978,10.0372
71.5617,5.8279,3.8154,4.6648,3.5494,5.3304,4.0147,6.0273
72.4143,7.8502,4.6919,7.2298,3.545,6.3284,5.4646,7.8067
73.4665,6.4538,5.9506,7.0267,6.0864,2.8909,5.1267,3.0669
79.7324,9.8891,6.7891,6.5043,1.6949,2.2651,5.8265,3.925
81.9692,4.7533,6.2571,6.3818,4.81,6.2518,6.1175,2.2411
87.6302,2.5894,5.4153,9.0542,3.4003,0.6165,7.7995,2.4021
99.6533,9.1053,5.4226,5.8934,4.2829,7.9691,3.0123,6.6394
89.7539,5.5488,6.7991,5.9096,3.2711,5.8588,3.3147,6.9163
73.8303,1.8795,6.2289,6.5885,3.657,3.8362,6.7239,1.5659
119.6885,9.5331,6.3326,7.8565,1.746,5.3502,4.7891,10.3262
49.5085,0.8986,7.6298,8.3206,9.5407,1.9166,3.3349,9.4345
110.409,6.1035,-0.2254,2.3991,-0.2209,10.1573,10.003,0.0665
120.176,10.1769,0.0013,-0.2612,0.4536,0.0059,10.1144,-0.1874
76.1385,5.4626,7.5548,8.1205,6.5883,6.818,-0.0987,9.4757
70.3818,8.9164,3.8515,4.5394,4.3425,4.683,2.5463,6.1482
78.9747,10.4126,2.9616,7.938,2.9553,7.5703,2.8516,7.6269
66.1133,6.969,5.1583,7.0085,5.5242,5.3676,6.7988,4.843
66.8514,8.4827,6.6365,5.4962,7.2181,3.0712,5.3114,2.9365
68.4445,4.7006,7.2236,8.3714,7.3891,6.6596,0.2318,10.377
71.8279,6.2117,3.7207,4.848,3.9278,4.8409,4.0397,5.9041
71.7276,8.0012,5.3173,7.4095,4.4445,6.3617,4.7858,8.2087
72.6374,5.579,6.2037,6.6472,5.5333,3.0628,4.6112,3.4239
80.4405,10.1741,7.0532,6.5138,2.0761,1.5435,5.5185,4.2866
81.8002,5.4709,5.8439,5.8259,5.2223,5.5074,5.7765,1.9359
88.3835,2.7034,5.3647,9.2982,2.8928,0.6017,8.243,2.1525
99.961,8.9416,4.9538,5.7796,4.2118,7.6103,2.6057,6.569
89.6081,5.7636,7.2911,5.7385,3.3921,5.9641,2.8567,7.2653
74.1425,1.7109,6.1529,6.6604,3.8536,4.1071,7.3962,2.324
119.5706,9.767,5.6391,7.5563,2.0829,5.1891,5.2954,9.5334
49.8121,1.3564,7.9716,7.6551,9.5071,1.5939,2.9192,8.6533
109.9551,5.5834,-0.0495,2.0715,-0.1641,10.4219,9.8769,0.4749
119.7892,9.5951,-0.2767,-0.0546,-0.3977,0.4741,10.4108,-0.3855
76.0387,5.4504,8.3486,7.7627,6.5411,7.4562,-0.2367,9.2641
69.9254,9.2619,4.0111,4.7349,3.9266,5.1672,2.5157,5.7476
78.7052,9.6732,3.0601,7.9245,3.2814,7.8159,3.0794,7.7929
65.5715,7.2049,4.9538,6.8782,6.4365,4.9928,7.1468,5.4201
66.9696,7.5949,7.0164,5.4689,7.1149,3.3267,4.7628,2.9717
68.0954,4.5574,7.259,8.018,7.3919,7.0722,0.3909,10.0966
72.0587,5.808,3.9753,5.3395,3.7432,5.1736,4.307,5.6916
72.3746,8.4721,5.2423,7.135,3.6261,6.3359,4.5957,7.5537
72.6216,6.2438,6.4543,6.5254,5.9005,3.3094,4.9392,3.3368
80.4034,10.1348,6.7924,7.3322,1.7795,2.2922,5.5265,3.7561
82.1947,4.8134,6.3223,6.3691,5.2451,5.807,6.0734,2.453
87.524,2.5288,5.1574,8.9849,2.7587,1.2088,7.6659,2.0623
99.6342,8.6935,4.8529,6.1288,3.7271,7.7907,3.1005,6.6655
89.8742,6.3212,7.3846,6.4336,2.5725,5.682,3.3619,7.1957
73.5685,2.4027,5.6843,7.1497,3.64,3.5429,6.6944,2.1502
120.1981,10.0266,6.2589,8.3555,2.2137,5.4453,4.9138,9.558
50.0142,0.8201,8.2922,7.616,9.6775,2.0801,2.5351,8.8074
110.0466,5.5691,-0.1903,2.4824,0.3435,9.6231,10.0425,0.1788
120.3675,9.6507,-0.3588,0.1524,0.2026,0.1113,9.9631,0.3769
76.2137,4.7623,8.4546,8.2841,7.4618,6.5564,0.0637,8.8419
69.6008,8.7602,4.328,4.8671,3.6532,5.1499,3.2276,5.6912
78.6618,10.4656,3.4219,7.9741,2.5894,8.1828,3.0768,8.3618
65.6283,6.9163,4.9391,6.9113,5.8621,5.3186,7.357,4.8874
66.5981,7.6612,7.0938,4.9864,7.4202,2.6362,4.9422,2.5789
67.8048,4.6251,7.344,7.6352,7.4123,6.5969,0.1429,9.5741
71.5766,6.1315,3.9442,5.3061,4.4668,5.0072,3.6817,5.5633
71.6315,7.5384,4.8332,7.3861,4.4651,5.5786,5.0675,8.4553
73.1919,5.597,5.7878,7.322,5.7668,3.1228,5.2913,3.4229
79.914,10.237,6.8859,6.9063,2.2738,2.2945,6.2378,3.5292
82.0908,4.8838,6.2537,5.9818,5.3989,5.5312,5.8788,2.309
88.2805,2.9578,4.8558,8.817,3.2855,0.5989,7.6379,2.4197
99.705,8.6048,5.2269,5.5168,4.0814,7.9735,2.9711,6.6713
90.0028,5.6815,7.194,6.2044,3.0074,5.974,2.8736,6.8537
73.8057,2.0904,6.1043,7.0816,3.6176,4.0832,7.1211,1.789
120.3049,9.8526,5.9423,7.7327,1.8089,5.4382,5.1564,10.231
50.0449,0.9155,7.7368,8.3901,9.8083,1.8434,2.9727,8.6877
109.8821,5.8098,-0.3261,2.0396,0.0911,9.5133,9.5697,-0.4701
119.6815,10.3481,0.3097,-0.4663,-0.3072,0.3731,9.7127,0.0228
75.7708,5.4159,8.3317,8.4576,6.9507,7.3702,0.0284,9.193
69.611,9.3497,3.7248,4.9725,4.0014,5.3713,2.8847,6.0673
79.1443,10.2778,2.9656,8.2703,2.646,7.6069,2.7723,8.0429
66.1321,6.6459,4.8173,6.6574,5.6115,5.3979,7.2284,4.8785
67.3848,8.2993,7.0069,4.8939,6.9505,2.5387,5.0304,2.6891
68.488,5.0859,6.8298,8.2607,7.4143,6.5673,-0.2741,9.554
72.4499,5.5497,4.2067,4.6992,4.4499,4.5318,3.8017,6.2592
72.2202,7.6482,4.7808,7.2293,3.7994,5.9091,5.3399,8.2257
73.02,5.7786,6.4023,7.3371,6.4097,3.1451,5.2067,2.864
80.0075,10.0816,6.7561,6.9211,2.283,1.8556,6.0372,4.1493
82.4352,4.9494,6.0225,5.9433,4.9792,6.2369,6.2282,1.9619
88.0191,2.534,4.9101,9.4382,2.995,0.8291,7.8114,2.4144
99.5637,9.2635,4.5825,6.0257,4.0082,8.4512,3.3233,6.648
89.566,5.934,6.5143,6.0548,3.2061,6.1638,2.6942,6.6281
73.7552,1.5572,6.1321,7.2205,3.6593,3.5785,6.8379,1.6543
120.2872,10.3182,6.116,8.1649,2.1196,5.1596,5.0821,10.4337
49.7562,1.4221,8.4813,7.6534,9.819,1.9703,3.2759,9.3909
109.723,6.3956,0.1207,1.5,0.4903,9.6976,9.9398,-0.4521
120.3765,9.5511,0.0386,-0.44,-0.0256,0.2169,10.4368,0.0724
76.1695,4.7427,8.2772,8.4511,7.3115,6.6979,0.3061,8.8659
70.1055,8.7723,4.4436,4.9816,3.8273,4.6136,3.3652,5.6206
79.0836,10.2293,2.5839,8.3368,3.0277,8.2676,3.4255,7.5489
66.1714,6.9503,4.9751,6.8967,5.5728,5.4515,7.1344,5.0948
66.5918,8.2586,6.6714,4.9782,7.0471,3.0551,4.6421,2.9358
67.6557,4.7249,6.8574,8.1819,6.7971,7.037,-0.3262,9.5118
72.1741,5.5941,3.8435,5.3546,3.9394,5.0062,4.2176,6.16
71.5225,7.885,5.2988,7.3321,3.7132,5.9215,5.2027,8.0378
73.3057,6.0759,6.0529,6.8477,6.0367,2.927,4.7614,2.9902
80.1197,10.2032,6.6308,7.2972,1.728,2.06,5.7007,4.3717
82.0094,4.881,5.9508,5.5421,4.6212,5.7023,5.6615,1.6455
87.5337,2.7638,4.9881,8.65,2.9789,0.7787,7.7321,2.2893
100.0259,8.724,5.3089,6.0863,3.6006,8.4069,3.1648,6.6396
89.8442,5.8274,7.1157,6.0404,3.3322,5.6038,3.2405,6.5112
74.3046,1.5267,5.9712,6.8712,4.4091,3.7689,7.1628,1.5494
119.6385,10.2891,6.087,7.5212,2.2392,4.7832,5.184,10.4444
